Id,Lang,Sentence_Text,Letters,Words,Num_Sentences,gulpease,flesch,gunning_fog
363,it,L'ostensione del 1998 commemorò alcune ricorrenze della storia religiosa piemontese e il centenario della prima fotografia del Telo.,109,18,1,45.11,192.38,24.98
364,it,"Nel 2000 si celebrò il grande Giubileo e, infine, l'elenco si chiude con l'ostensione del 2010.",67,16,1,65.88,194.24,18.9
365,it,Si può vedere come la Sìndone è conservata distesa in una grande teca ad atmosfera.,68,15,1,63.67,194.75,19.33
366,it,La statua è stata realizzata nel 1998 dallo scultore Luigi Mattei.,51,11,1,69.91,197.42,11.67
367,it,In questa nicchia è esposta la macchina fotografica che appartenne all’avvocato astigiano Secondo Pia con la quale scattò il 25 e il 28 maggio 1998 le prime fotografie della Sìndone.,143,30,1,51.33,185.0,22.67
368,it,Si tratta di un apparecchio appositamente costruito per il Pia da un artigiano torinese al fine di eseguire fotografie di grande formato.,115,22,1,50.36,190.06,23.35
369,it,"Fotografia dell'altare della Sìndone in Duomo durante l'ostensione del 1998, fotografia effettuata da Secondo Pia.",92,15,1,47.67,194.35,27.33
370,it,Ingrandimento del volto in negativo fotografico.,42,6,1,69.0,199.85,22.4
371,it,In questa nicchia sono esposte alcune realizzazioni di artisti ispirate al volto dell’Uomo della Sìndone.,89,15,1,49.67,194.5,22.0
372,it,Si tratta di opere prodotte a partire dal 1931 sino ai giorni nostri.,52,13,1,72.08,196.28,11.35
373,it,"Al centro la suggestiva opera “Resurrezione” del giovane artista contemporaneo polacco Bartosz Keska di Zakopane, che coglie il momento del ritorno alla vita di Cristo, espresso dalla sagoma fortemente luminosa che si anima al di sotto del telo sindonico.",212,39,1,42.33,178.98,28.93
374,it,"La pubblicazione dei risultati della fotografie del Pia provocò un rinnovato interesse nei confronti della Sìndone, ma anche molte polemiche.",120,20,1,44.0,191.16,26.0
375,it,La Sìndone presenta due tipi di impronte: ematiche e corpòree.,51,10,1,68.0,197.93,24.0
376,it,"Riproduzione di un casco di rami spinosi, che rimane l'ipotesi più accreditata della corona di Spine del racconto.",94,18,1,53.44,192.59,22.76
377,it,Si può riconoscere la frattura del naso e un ematoma allo zigomo destro.,59,13,1,66.69,196.05,17.51
378,it,"Sulla fronte sono evidenti delle colature di sangue provocate da un casco di rami spinosi, come quello esposto a fianco.",99,20,1,54.5,191.46,16.0
379,it,"Secondo Pia, nato nel 1855 e morto nel 1941, fu uno dei più grandi fotografi dell’800.",56,16,1,72.75,194.43,11.4
380,it,In questa vetrina sono documentate le operazioni per la conservazione della Sìndone compiute nel giugno-luglio 2002.,95,16,1,48.38,193.72,23.9
381,it,Sul polso sinistro è visibile una colatura di sangue fuoriuscito da una ferita provocata dalla penetrazione di un chiodo.,102,19,1,51.11,191.95,22.34
382,it,"A fianco sono esposti tre chiodi settecenteschi ricostruiti a imitazione di quelli che in epoca romana venivano usati per le crocifissioni, forgiati includendo probabilmente alcuni frammenti di chiodi ritenuti originali, come dimostrano i sigilli pendenti.",219,35,1,35.0,181.34,32.29
383,it,Operazioni di conservazione anni 2000.,29,5,1,91.0,200.8,18.0
384,it,"Il 21 aprile 1988 vennero prelevati dalla Sìndone dei campioni di tessuto per essere sottoposti alla datazione con il metodo del radiocarbonio presso i laboratori di Oxford, Zurigo e Tucson.",153,30,1,48.0,184.8,29.33
385,it,Sono rappresentati gli  studi dell’immagine della Sìndone con l’ausilio del computer.,71,11,1,51.73,196.94,22.58
386,it,In questa vetrina è illustrato lo studio delle varie tracce presenti sulla Sìndone.,70,13,1,58.23,195.93,17.51
387,it," Alcuni segni sono dovuti a bruciature, cera e acqua.",42,9,1,75.67,198.48,16.93
388,it,"Altre tracce derivano dal contatto del lenzuolo con il corpo, come sangue, siero e cellule epiteliali.",84,16,1,55.25,194.01,18.9
389,it,"Sono inoltre analizzate le sostanze conservative utilizzate, tra cui aloe e mirra.",69,12,1,56.5,196.51,18.13
390,it,"Infine, viene esaminata la polvere che si è depositata sul tessuto nel corso dei secoli.",72,15,1,61.0,194.65,22.0
391,it,Ricostruzione di un telaio dell'epoca.,32,5,1,85.0,200.65,26.0
392,it,"Ricostruzione in scala di un sepolcro giudaico del I secolo, che ha per sfondo una pianta della basilica del Santo Sepolcro di Gerusalemme in epoca crociata.",130,26,1,50.54,187.57,22.71
393,it,Beato Sebastiano Valfrè.,21,3,1,119.0,202.05,14.53
394,it,San Francesco di Sales.,19,4,1,116.5,202.09,11.6
395,it,Papa Pio Ottavo.,13,3,1,145.67,202.55,14.53
396,it,"In questa vetrina può vedere alcuni frammenti delle stoffe che nel tempo hanno protetto la Sìndone all’interno della cassetta in cui era conservata, distribuiti come reliquia “da contatto” e corredati da autentica che ne testimonia l’effettivo contatto con la Sìndone.",223,40,1,40.75,178.29,34.0
397,it,"Anche alcuni oggetti venuti in contatto con il Lenzuolo, come uno degli spilli serviti per fermare la Sìndone durante l’ostensione del 1868 qui esposto, venivano conservati religiosamente e tramandati.",165,29,1,42.45,185.37,30.91
398,it,Copia su tela in formato uno ad uno della Sìndone: sono apprezzabili i particolari in modo molto prossimo all’osservazione diretta.,109,20,1,49.5,191.24,22.0
399,it,"Nella ricostruzione della storia della Sìndone, risultano per il momento ipotetici i passaggi da Gerusalemme a Edessa, oggi Sanliurfa in Turchia, e di qui a Costantinopoli e ad Atene in Grecia durante il periodo dell’Impero latino d’Oriente. ",199,37,1,43.32,180.25,29.94
400,it,"Mentre sono documentati con precisione quelli da Lirey, in  Francia, a Chambéry, in Savoia, e a Torino.",81,17,1,59.0,193.41,18.56
401,it,Nelle vetrine seguenti potrà seguire lo sviluppo di questi percorsi.,58,10,1,61.0,197.78,24.0
402,it,Due reliquiari settecenteschi contenenti un piccolo filo di Sìndone insieme ad altri contenenti stoffe venute a contatto con il sacro Telo.,118,21,1,47.1,190.6,25.54
403,it,"Nel 1506 il papa Giulio II concesse il culto pubblico della Sìndone, fissandone la memoria il 4 maggio e approvandone la messa e l’ufficio il cui testo in edizione seicentesca è esposto in questa vetrina.",162,35,1,51.29,181.79,25.43
404,it,"Nel 1453 l’ultima discendente di Geoffroy de Charny, Marguerite, cede la Sìndone ai Savoia.",70,14,1,60.43,195.35,19.89
405,it,"Relativamente al periodo più antico della storia della Sìndone, un’ipotesi che ancora oggi si sta studiando, identifica la Sìndone di Torino con il Mandylion di Edessa, un piccolo telo conosciuto sin dal IV secolo in Oriente contenente l’immagine, ritenuta impressa miracolosamente, del volto di Cristo.",251,45,1,39.89,175.0,34.89
406,it,Uno dei problemi storici su cui si incentra la ricerca riguarda le possibili vicende della Sìndone nel primo millennio.,100,19,1,52.16,192.07,26.55
407,it,"Se la Sìndone può essere identificata con il Mandylion di Edessa, allora essa sarebbe stata trasferita a Costantinopoli nel 944, e di qui, attraverso strade non chiarite, sarebbe giunta in Europa.",158,31,1,47.71,184.23,27.88
408,it,In questa vetrina sono esposti alcuni oggetti e documenti che potrebbero sostenere questa tesi.,81,14,1,52.57,195.08,22.74
409,it,"Nel 1578 Emanuele Filiberto di Savoia, dopo avere spostato il centro politico e amministrativo dello Stato da Chambéry a Torino, volle anche portare il palladio religioso della dinastia, la Sìndone.",161,30,1,45.33,184.75,29.33
410,it,"Il Telo compì il viaggio ripiegato più volte, dentro questa piccola cassa di legno, che anticamente doveva essere ricoperta di scaglie preziose, forse madreperla e tartaruga.",145,26,1,44.77,187.37,24.25
411,it,"Con la concessione del culto ufficiale della Sìndone da parte del papa Giulio II nel 1506, che ne fissò la festa il giorno 4 di maggio, la notorietà e la devozione verso la reliquia crebbero, anche in conseguenza delle ostensioni periodiche celebrate a Chambéry.",210,44,1,48.09,175.92,28.51
412,it,Il 600 e il 700 sono i secoli nei quali maggiormente si sviluppa la devozione alla Sìndone.,68,17,1,66.65,193.54,18.56
413,it,Numerose sono le raffigurazioni che vengono fatte prodotte e fatte circolare.,66,11,1,56.27,196.87,22.58
414,it,"Nel 1735 terminava la costruzione della chiesa della Confratèrnita del Santissimo Sudario, sovrastante questa cripta.",97,15,1,44.33,194.35,22.0
415,it,Tra il 500 e il 600 sono stati scritti e pubblicati più di 100 testi interamente dedicati o che comunque trattano della Sìndone.,96,23,1,60.3,189.62,19.63
416,it,Dalla seconda metà del 700 le ostensioni iniziano a rarefarsi.,49,10,1,70.0,197.93,20.0
417,it,"Nell'800, dopo il regno di Carlo Felice, le ostensioni diventano ancora più rare, e solo per matrimoni dinastici.",88,18,1,56.78,192.68,20.53
418,it,La Sìndone non è l’unica immagine di Cristo ad essere stata oggetto di devozione in Europa a partire dal Medioevo.,93,20,1,57.5,191.43,26.0
419,it,"Dalla Veronica, al Mandylion, alla Sìndone di Besançon, nei secoli sono ricordate altre venerate immagini ritenute di Cristo.",104,18,1,47.89,192.3,27.2
420,it,"Di tutte, l’unica che ha resistito al vaglio della critica per le sue particolari caratteristiche, è la Sìndone di Torino.",99,20,1,54.5,191.39,22.0
421,it,In questa vetrina può ammirare una bellissima raffigurazione della deposizione dalla croce con l’ostensione della Sìndone.,105,16,1,42.12,193.58,23.9
422,it,Ai lati in monocromo le insegne della Passione presentate da angeli.,57,11,1,64.45,197.15,22.58
423,it,Si tratta di un’opera dell’inizio del 600 dipinta su seta da Giovanni Battista Della Rovere.,72,15,1,61.0,194.7,22.0
424,it,"L’iconografia della sepoltura nella Sìndone, di cui ha già visto un ingrandimento.",68,12,1,57.33,196.45,18.13
425,it,"Lo scopo della Confratèrnita, ideatrice del Museo, è sin dalle origini quello di diffondere il culto e la conoscenza della Sìndone.",108,21,1,51.86,190.78,19.83
426,it,"Nella teca di vetro può osservare la preziosa cassa di legno, rivestita con lamina d’argento e tempestata di pietre dure e smalti, in cui è stata conservata, arrotolata, la Sìndone dalla fine del XVI secolo sino al 1998.",173,38,1,51.37,179.8,25.73
427,it,Il coperchio è in legno ricoperto di tessuto.,37,8,1,80.25,199.3,18.2
428,it,"Si tratta di preziosa opera di committenza sabauda, che nel tempo ha subito alcune integrazioni e modifiche che tuttavia non hanno alterato la sua impostazione originale.",143,26,1,45.54,187.37,27.32
429,it,"Sotto alla teca sono esposti gli accessori che servivano alla conservazione della Sìndone all’interno della cassetta, eliminati al momento in cui si è adottato il nuovo sistema di conservazione.",163,29,1,43.14,185.39,26.77
430,it,Sono visibili il rullo in legno rivestito di seta su cui veniva arrotolato il lenzuolo e cuscinetti che venivano inseriti tra il rullo e il tessuto.,122,26,1,53.62,187.48,24.25
431,it,Dal 900 a oggi sono state celebrate sette ostensioni solenni.,48,10,1,71.0,197.93,16.0
432,it,"La prima avvenne nel 1931, in occasione del matrimonio del futuro re Umberto II.",61,14,1,66.86,195.45,19.89
433,it,Nel 1933 ne seguì un'altra per celebrare l’Anno Santo della Redenzione.,54,11,1,67.18,197.35,11.67
434,it,Nel 1973 si tenne invece un’ostensione televisiva.,38,7,1,77.57,199.63,19.94
435,it,Nel 1978 l'evento ricordò il quattrocentesimo anniversario dell’arrivo della Sìndone a Torino.,76,12,1,50.67,196.14,28.13
436,it,L'ostensione del 1998 commemorò alcune ricorrenze della storia religiosa piemontese e il centenario della prima fotografia del Telo.,109,18,1,45.11,192.38,24.98
437,it,"Nel 2000 si celebrò il grande Giubileo e, infine, l'elenco si chiude con l'ostensione del 2010.",67,16,1,65.88,194.24,18.9
438,it,Si può vedere come la Sìndone è conservata distesa in una grande teca ad atmosfera.,68,15,1,63.67,194.75,19.33
439,en,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
440,en,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,N/A,52.85,18.05
441,en,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,N/A,47.56,13.87
442,en,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
443,en,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
444,en,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,N/A,80.1,9.15
445,en,These are works produced from nineteen thirty-one to the present day.,57,11,1,N/A,64.92,8.04
446,en,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,N/A,18.19,23.0
447,en,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
448,en,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
449,en,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
450,en,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,N/A,61.89,14.0
451,en,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,N/A,53.97,13.92
452,en,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
453,en,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
454,en,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,N/A,72.99,12.44
455,en,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,N/A,18.05,23.01
456,en,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
457,en,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
458,en,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
459,en,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,N/A,59.68,11.31
460,en,"Some marks are due to burns, wax, and water.",33,9,1,N/A,103.7,3.6
461,en,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,N/A,76.23,7.6
462,en,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,N/A,3.4,22.58
463,en,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,N/A,35.51,17.03
464,en,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
465,en,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
466,en,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
467,en,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
468,en,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
469,en,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,N/A,21.82,23.96
470,en,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,N/A,47.72,15.62
471,en,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
472,en,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,N/A,13.23,26.88
473,en,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,N/A,47.6,11.31
474,en,"In the following display cases, you can follow the development of these routes.",65,13,1,N/A,50.47,11.35
475,en,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,N/A,36.36,16.16
476,en,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,N/A,36.91,19.41
477,en,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
478,en,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
479,en,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,N/A,46.95,16.0
480,en,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,N/A,38.37,20.86
481,en,This display case contains some objects and documents that could support this thesis.,72,13,1,N/A,63.49,8.28
482,en,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,N/A,18.37,21.55
483,en,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,N/A,45.47,14.06
484,en,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
485,en,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,N/A,30.33,20.92
486,en,Numerous representations were produced and circulated.,48,6,1,N/A,-24.85,22.4
487,en,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
488,en,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
489,en,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,N/A,43.96,11.35
490,en,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,N/A,27.26,16.02
491,en,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,N/A,69.14,10.62
492,en,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,N/A,34.43,21.27
493,en,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,N/A,59.64,14.8
494,en,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,N/A,49.91,16.07
495,en,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,N/A,47.6,14.17
496,en,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,N/A,36.16,20.23
497,en,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,N/A,47.83,16.4
498,en,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1,14.6
499,en,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,N/A,41.45,20.0
500,en,The lid is made of wood covered with fabric.,35,9,1,N/A,94.3,3.6
501,en,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,N/A,36.41,19.77
502,en,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,N/A,44.7,16.73
503,en,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,N/A,55.58,14.6
504,en,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,N/A,43.96,14.43
505,en,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,N/A,75.77,11.64
506,en,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,N/A,49.54,15.31
507,en,"In 1973, a televised exhibition was held instead.",36,8,1,N/A,50.67,13.2
508,en,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,N/A,23.43,17.03
509,en,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,N/A,0.42,24.0
510,en,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,N/A,50.24,16.21
511,en,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89,8.67
512,en,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
513,en,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,N/A,52.85,18.05
514,en,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,N/A,47.56,13.87
515,en,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
516,en,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
517,en,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,N/A,80.1,9.15
518,en,These are works produced from nineteen thirty-one to the present day.,57,11,1,N/A,64.92,8.04
519,en,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,N/A,18.19,23.0
520,en,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
521,en,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
522,en,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
523,en,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,N/A,61.89,14.0
524,en,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,N/A,53.97,13.92
525,en,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
526,en,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
527,en,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,N/A,72.99,12.44
528,en,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,N/A,18.05,23.01
529,en,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
530,en,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
531,en,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
532,en,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,N/A,59.68,11.31
533,en,"Some marks are due to burns, wax, and water.",33,9,1,N/A,103.7,3.6
534,en,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,N/A,76.23,7.6
535,en,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,N/A,3.4,22.58
536,en,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,N/A,35.51,17.03
537,en,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
538,en,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
539,en,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
540,en,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
541,en,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
542,en,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,N/A,21.82,23.96
543,en,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,N/A,47.72,15.62
544,en,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
545,en,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,N/A,13.23,26.88
546,en,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,N/A,47.6,11.31
547,en,"In the following display cases, you can follow the development of these routes.",65,13,1,N/A,50.47,11.35
548,en,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,N/A,36.36,16.16
549,en,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,N/A,36.91,19.41
550,en,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
551,en,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
552,en,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,N/A,46.95,16.0
553,en,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,N/A,38.37,20.86
554,en,This display case contains some objects and documents that could support this thesis.,72,13,1,N/A,63.49,8.28
555,en,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,N/A,18.37,21.55
556,en,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,N/A,45.47,14.06
557,en,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
558,en,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,N/A,30.33,20.92
559,en,Numerous representations were produced and circulated.,48,6,1,N/A,-24.85,22.4
560,en,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
561,en,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
562,en,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,N/A,43.96,11.35
563,en,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,N/A,27.26,16.02
564,en,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,N/A,69.14,10.62
565,en,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,N/A,34.43,21.27
566,en,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,N/A,59.64,14.8
