Id,Lang,Title,Sentence_Text,Letters,Words,Num_Sentences,gulpease,flesch,gunning_fog
205,it,Realizzazioni artistiche,"In questa nicchia sono esposte alcune realizzazioni di artisti ispirate al volto dell’Uomo della Sìndone.
Si tratta di opere prodotte a partire dal 1931 sino ai giorni nostri.
Al centro la suggestiva opera “Resurrezione” del giovane artista contemporaneo polacco Bartosz Keska di Zakopane, che coglie il momento del ritorno alla vita di Cristo, espresso dalla sagoma fortemente luminosa che si anima al di sotto del telo sindonico.",353,67,3,49.75,182.27,21.47
206,it,L'inizio della ricerca scientifica sulla Sìndone,"La pubblicazione dei risultati della fotografie del Pia provocò un rinnovato interesse nei confronti della Sìndone, ma anche molte polemiche.",120,20,1,44.0,184.41,26.0
207,it,La formazione delle impronte,La Sìndone presenta due tipi di impronte: ematiche e corpòree.,51,10,1,68.0,194.63,24.0
208,it,Casco di rami spinosi,"Riproduzione di un casco di rami spinosi, che rimane l'ipotesi più accreditata della corona di Spine del racconto.",94,18,1,53.44,186.52,22.76
209,it,Particolare del volto,"Si può riconoscere la frattura del naso e un ematoma allo zigomo destro.
Sulla fronte sono evidenti delle colature di sangue provocate da un casco di rami spinosi, come quello esposto a fianco.",158,33,2,59.3,188.18,16.3
210,it,Oggetti relativi alla fotografia della Sìndone eseguita da Secondo Pia,"Secondo Pia, nato nel 1855 e morto nel 1941, fu uno dei più grandi fotografi dell’800.",56,16,1,72.75,188.98,11.4
211,it,"Conservazione della Sìndone, giugno/luglio 2002",In questa vetrina sono documentate le operazioni per la conservazione della Sìndone compiute nel giugno-luglio 2002.,95,16,1,48.38,188.38,23.9
212,it,Particolare delle mani,"Sul polso sinistro è visibile una colatura di sangue fuoriuscito da una ferita provocata dalla penetrazione di un chiodo.
A fianco sono esposti tre chiodi settecenteschi ricostruiti a imitazione di quelli che in epoca romana venivano usati per le crocifissioni, forgiati includendo probabilmente alcuni frammenti di chiodi ritenuti originali, come dimostrano i sigilli pendenti.",321,54,2,40.67,177.41,27.84
213,it,Operazioni di conservazione anni 2000,Operazioni di conservazione anni 2000.,29,5,1,91.0,199.31,18.0
214,it,La radiodatazione al C14,"Il 21 aprile 1988 vennero prelevati dalla Sìndone dei campioni di tessuto per essere sottoposti alla datazione con il metodo del radiocarbonio presso i laboratori di Oxford, Zurigo e Tucson.",153,30,1,48.0,174.53,29.33
215,it,Elaborazione delle immagini,Sono rappresentati gli  studi dell’immagine della Sìndone con l’ausilio del computer.,71,11,1,51.73,193.35,22.58
216,it,Lo studio delle varie tracce presenti sulla Sìndone,"In questa vetrina è illustrato lo studio delle varie tracce presenti sulla Sìndone.
 Alcuni segni sono dovuti a bruciature, cera e acqua.
Altre tracce derivano dal contatto del lenzuolo con il corpo, come sangue, siero e cellule epiteliali.
Sono inoltre analizzate le sostanze conservative utilizzate, tra cui aloe e mirra.
Infine, viene esaminata la polvere che si è depositata sul tessuto nel corso dei secoli.",337,65,5,60.23,191.59,18.74
217,it,Ricostruzione di un telaio dell'epoca,Ricostruzione di un telaio dell'epoca.,32,5,1,85.0,199.18,26.0
218,it,Ricostruzione del Sepolcro,"Ricostruzione in scala di un sepolcro giudaico del I secolo, che ha per sfondo una pianta della basilica del Santo Sepolcro di Gerusalemme in epoca crociata.",130,26,1,50.54,178.68,22.71
219,it,Beato Sebastiano Valfrè,Beato Sebastiano Valfrè.,21,3,1,119.0,201.27,14.53
220,it,San Francesco di Sales,San Francesco di Sales.,19,4,1,116.5,200.86,11.6
221,it,Papa Pio VII,Papa Pio Ottavo.,13,3,1,145.67,201.7,14.53
222,it,Le stoffe,"In questa vetrina può vedere alcuni frammenti delle stoffe che nel tempo hanno protetto la Sìndone all’interno della cassetta in cui era conservata, distribuiti come reliquia “da contatto” e corredati da autentica che ne testimonia l’effettivo contatto con la Sìndone.
Anche alcuni oggetti venuti in contatto con il Lenzuolo, come uno degli spilli serviti per fermare la Sìndone durante l’ostensione del 1868 qui esposto, venivano conservati religiosamente e tramandati.",388,69,2,41.46,169.99,32.35
223,it,La riproduzione 1:1,Copia su tela in formato uno ad uno della Sìndone: sono apprezzabili i particolari in modo molto prossimo all’osservazione diretta.,109,20,1,49.5,184.47,22.0
224,it,Il viaggio della Sìndone,"Nella ricostruzione della storia della Sìndone, risultano per il momento ipotetici i passaggi da Gerusalemme a Edessa, oggi Sanliurfa in Turchia, e di qui a Costantinopoli e ad Atene in Grecia durante il periodo dell’Impero latino d’Oriente. 
Mentre sono documentati con precisione quelli da Lirey, in  Francia, a Chambéry, in Savoia, e a Torino.
Nelle vetrine seguenti potrà seguire lo sviluppo di questi percorsi.",338,64,3,50.25,183.22,23.53
225,it,I reliquiari del '700,"Due reliquiari settecenteschi contenenti un piccolo filo di Sìndone insieme ad altri contenenti stoffe venute a contatto con il sacro Telo.
Nel 1506 il papa Giulio II concesse il culto pubblico della Sìndone, fissandone la memoria il 4 maggio e approvandone la messa e l’ufficio il cui testo in edizione seicentesca è esposto in questa vetrina.",280,56,2,49.71,176.64,24.77
226,it,Sainte-Chapell di Chambéry,"Nel 1453 l’ultima discendente di Geoffroy de Charny, Marguerite, cede la Sìndone ai Savoia.",70,14,1,60.43,190.65,19.89
227,it,Il Mandylion e la Sìndone,"Relativamente al periodo più antico della storia della Sìndone, un’ipotesi che ancora oggi si sta studiando, identifica la Sìndone di Torino con il Mandylion di Edessa, un piccolo telo conosciuto sin dal IV secolo in Oriente contenente l’immagine, ritenuta impressa miracolosamente, del volto di Cristo.",251,45,1,39.89,159.48,34.89
228,it,Il mistero del primo millennio della Sìndone,"Uno dei problemi storici su cui si incentra la ricerca riguarda le possibili vicende della Sìndone nel primo millennio.
Se la Sìndone può essere identificata con il Mandylion di Edessa, allora essa sarebbe stata trasferita a Costantinopoli nel 944, e di qui, attraverso strade non chiarite, sarebbe giunta in Europa.
In questa vetrina sono esposti alcuni oggetti e documenti che potrebbero sostenere questa tesi.",339,64,3,50.09,183.23,25.41
229,it,La cassetta del 1858,"Nel 1578 Emanuele Filiberto di Savoia, dopo avere spostato il centro politico e amministrativo dello Stato da Chambéry a Torino, volle anche portare il palladio religioso della dinastia, la Sìndone.
Il Telo compì il viaggio ripiegato più volte, dentro questa piccola cassa di legno, che anticamente doveva essere ricoperta di scaglie preziose, forse madreperla e tartaruga.",306,56,2,45.07,176.49,26.91
230,it,Le ostensioni dal '500 al '700,"Con la concessione del culto ufficiale della Sìndone da parte del papa Giulio II nel 1506, che ne fissò la festa il giorno 4 di maggio, la notorietà e la devozione verso la reliquia crebbero, anche in conseguenza delle ostensioni periodiche celebrate a Chambéry.",210,44,1,48.09,160.71,28.51
231,it,Le immagini della devozione,"Il 600 e il 700 sono i secoli nei quali maggiormente si sviluppa la devozione alla Sìndone.
Numerose sono le raffigurazioni che vengono fatte prodotte e fatte circolare.",134,28,2,62.57,190.58,19.89
232,it,Il bozzetto della pala d'altare,"Nel 1735 terminava la costruzione della chiesa della Confratèrnita del Santissimo Sudario, sovrastante questa cripta.",97,15,1,44.33,189.35,22.0
233,it,I testi sulla Sìndone dal '500 al '600,Tra il 500 e il 600 sono stati scritti e pubblicati più di 100 testi interamente dedicati o che comunque trattano della Sìndone.,96,23,1,60.3,181.76,19.63
234,it,Le ostensioni dell'800,"Dalla seconda metà del 700 le ostensioni iniziano a rarefarsi.
Nell'800, dopo il regno di Carlo Felice, le ostensioni diventano ancora più rare, e solo per matrimoni dinastici.",137,28,2,61.5,190.61,19.89
235,it,Le immagini acheropite,"La Sìndone non è l’unica immagine di Cristo ad essere stata oggetto di devozione in Europa a partire dal Medioevo.
Dalla Veronica, al Mandylion, alla Sìndone di Besançon, nei secoli sono ricordate altre venerate immagini ritenute di Cristo.
Di tutte, l’unica che ha resistito al vaglio della critica per le sue particolari caratteristiche, è la Sìndone di Torino.",296,58,3,53.48,185.18,24.97
236,it,La deposizione dalla croce,"In questa vetrina può ammirare una bellissima raffigurazione della deposizione dalla croce con l’ostensione della Sìndone.
Ai lati in monocromo le insegne della Passione presentate da angeli.
Si tratta di un’opera dell’inizio del 600 dipinta su seta da Giovanni Battista Della Rovere.
L’iconografia della sepoltura nella Sìndone, di cui ha già visto un ingrandimento.",302,54,4,55.3,190.97,21.7
237,it,La Confraternita del Santo Sudario,"Lo scopo della Confratèrnita, ideatrice del Museo, è sin dalle origini quello di diffondere il culto e la conoscenza della Sìndone.",108,21,1,51.86,183.64,19.83
238,it,La cassetta dove era riposta la Sìndone,"Nella teca di vetro può osservare la preziosa cassa di legno, rivestita con lamina d’argento e tempestata di pietre dure e smalti, in cui è stata conservata, arrotolata, la Sìndone dalla fine del XVI secolo sino al 1998.
Il coperchio è in legno ricoperto di tessuto.
Si tratta di preziosa opera di committenza sabauda, che nel tempo ha subito alcune integrazioni e modifiche che tuttavia non hanno alterato la sua impostazione originale.
Sotto alla teca sono esposti gli accessori che servivano alla conservazione della Sìndone all’interno della cassetta, eliminati al momento in cui si è adottato il nuovo sistema di conservazione.
Sono visibili il rullo in legno rivestito di seta su cui veniva arrotolato il lenzuolo e cuscinetti che venivano inseriti tra il rullo e il tessuto.",638,127,5,50.57,179.19,24.02
239,it,Le ostensioni del 900,"Dal 900 a oggi sono state celebrate sette ostensioni solenni.
La prima avvenne nel 1931, in occasione del matrimonio del futuro re Umberto II.
Nel 1933 ne seguì un'altra per celebrare l’Anno Santo della Redenzione.
Nel 1973 si tenne invece un’ostensione televisiva.
Nel 1978 l'evento ricordò il quattrocentesimo anniversario dell’arrivo della Sìndone a Torino.
L'ostensione del 1998 commemorò alcune ricorrenze della storia religiosa piemontese e il centenario della prima fotografia del Telo.
Nel 2000 si celebrò il grande Giubileo e, infine, l'elenco si chiude con l'ostensione del 2010.",453,88,7,61.39,191.99,20.03
240,it,La nuova teca di conservazione,Si può vedere come la Sìndone è conservata distesa in una grande teca ad atmosfera.,68,15,1,63.67,189.7,19.33
241,en,The body of the Man of the Shroud,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
242,en,Secondo Pia’s Camera,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.
It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.",227,51,2,N/A,53.22,15.69
243,en,The Altar of the Shroud,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
244,en,Photographic Negative of the face,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
245,en,Artistic creations,"This niche displays several works by artists inspired by the face of the Man of the Shroud.
These are works produced from nineteen thirty-one to the present day.
At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",345,68,3,N/A,48.22,14.36
246,en,The beginning of scientific research on the Shroud,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
247,en,The formation of the impressions,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
248,en,Helmet of thorny branches,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
249,en,Detail of the face,"One can recognize the fracture of the nose and a hematoma on the right cheekbone.
On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",158,34,2,N/A,57.7,13.86
250,en,Objects related to the photography of the Shroud by Secondo Pia,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
251,en,"Conservation of the Shroud, June/July 2002",This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
252,en,Detail of the hands,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.
Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",286,56,2,N/A,40.94,18.34
253,en,Conservation operations in the 2000s,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
254,en,C14 Radiocarbon dating,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
255,en,Image processing,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
256,en,The study of the various traces present on the Shroud,"This display case illustrates the study of the various traces present on the Shroud.
Some marks are due to burns, wax, and water.
Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.
Furthermore, the preservative substances used are analyzed, including aloe and myrrh.
Finally, the dust that has deposited on the fabric over the centuries is examined.",322,67,5,N/A,56.86,11.93
257,en,Reconstruction of a loom of the period,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
258,en,Reconstruction of the Tomb,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
259,en,Blessed Sebastiano Valfrè,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
260,en,Saint Francis de Sales,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
261,en,Pope Pius VII,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
262,en,The fabrics,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.
Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",380,77,2,N/A,33.72,20.08
263,en,The 1:1 reproduction,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
264,en,The journey of the Shroud,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.
While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.
In the following display cases, you can follow the development of these routes.",336,66,3,N/A,34.53,17.89
265,en,The 18th-century reliquaries,"Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.
In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",308,61,2,N/A,38.58,17.45
266,en,Sainte-Chapelle of Chambéry,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
267,en,The Mandylion and the Shroud,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
268,en,The mystery of the first millennium of the Shroud,"One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.
If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.
This display case contains some objects and documents that could support this thesis.",353,68,3,N/A,49.46,15.54
269,en,The 1858 chest,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.
The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",318,60,2,N/A,31.16,18.0
270,en,Exhibitions from the 1500s to the 1700s,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
271,en,Images of devotion,"The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.
Numerous representations were produced and circulated.",149,23,2,N/A,18.61,20.25
272,en,The sketch for the altarpiece,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
273,en,Texts on the Shroud from the 1500s to the 1600s,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
274,en,Exhibitions of the 1800s,"From the second half of the eighteenth century, exhibitions began to become rarer.
In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",175,32,2,N/A,34.61,13.9
275,en,Acheiropoieta images,"The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.
From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.
Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",315,71,3,N/A,54.13,15.66
276,en,The Deposition from the Cross,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.
On the sides, in monochrome, are the instruments of the Passion presented by angels.
It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.
The iconography of the burial in the Shroud, of which you have already seen an enlargement.",335,71,4,N/A,45.83,16.68
277,en,The Confraternity of the Holy Shroud,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1,14.6
278,en,The chest where the Shroud was kept,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.
The lid is made of wood covered with fabric.
It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.
Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.
The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.",621,128,5,N/A,51.31,15.55
279,en,Exhibitions of the 1900s,"Seven solemn exhibitions have been held from the twentieth century to the present.
The first took place in 1931, on the occasion of the wedding of the future King Umberto II.
In 1933, another followed to celebrate the Holy Year of Redemption.
In 1973, a televised exhibition was held instead.
In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.
The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.
In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",493,101,7,N/A,41.42,16.07
280,en,The new conservation case,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89,8.67
281,en,The body of the Man of the Shroud,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
282,en,Secondo Pia’s Camera,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.
It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.",227,51,2,N/A,53.22,15.69
283,en,The Altar of the Shroud,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
284,en,Photographic Negative of the face,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
285,en,Artistic creations,"This niche displays several works by artists inspired by the face of the Man of the Shroud.
These are works produced from nineteen thirty-one to the present day.
At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",345,68,3,N/A,48.22,14.36
286,en,The beginning of scientific research on the Shroud,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
287,en,The formation of the impressions,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
288,en,Helmet of thorny branches,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
289,en,Detail of the face,"One can recognize the fracture of the nose and a hematoma on the right cheekbone.
On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",158,34,2,N/A,57.7,13.86
290,en,Objects related to the photography of the Shroud by Secondo Pia,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
291,en,"Conservation of the Shroud, June/July 2002",This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
292,en,Detail of the hands,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.
Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",286,56,2,N/A,40.94,18.34
293,en,Conservation operations in the 2000s,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
294,en,C14 Radiocarbon dating,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
295,en,Image processing,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
296,en,The study of the various traces present on the Shroud,"This display case illustrates the study of the various traces present on the Shroud.
Some marks are due to burns, wax, and water.
Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.
Furthermore, the preservative substances used are analyzed, including aloe and myrrh.
Finally, the dust that has deposited on the fabric over the centuries is examined.",322,67,5,N/A,56.86,11.93
297,en,Reconstruction of a loom of the period,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
298,en,Reconstruction of the Tomb,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
299,en,Blessed Sebastiano Valfrè,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
300,en,Saint Francis de Sales,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
301,en,Pope Pius VII,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
302,en,The fabrics,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.
Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",380,77,2,N/A,33.72,20.08
303,en,The 1:1 reproduction,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
304,en,The journey of the Shroud,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.
While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.
In the following display cases, you can follow the development of these routes.",336,66,3,N/A,34.53,17.89
305,en,The 18th-century reliquaries,"Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.
In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",308,61,2,N/A,38.58,17.45
306,en,Sainte-Chapelle of Chambéry,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
307,en,The Mandylion and the Shroud,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
308,en,The mystery of the first millennium of the Shroud,"One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.
If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.
This display case contains some objects and documents that could support this thesis.",353,68,3,N/A,49.46,15.54
309,en,The 1858 chest,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.
The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",318,60,2,N/A,31.16,18.0
310,en,Exhibitions from the 1500s to the 1700s,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
311,en,Images of devotion,"The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.
Numerous representations were produced and circulated.",149,23,2,N/A,18.61,20.25
312,en,The sketch for the altarpiece,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
313,en,Texts on the Shroud from the 1500s to the 1600s,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
314,en,Exhibitions of the 1800s,"From the second half of the eighteenth century, exhibitions began to become rarer.
In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",175,32,2,N/A,34.61,13.9
315,en,Acheiropoieta images,"The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.
From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.
Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",315,71,3,N/A,54.13,15.66
316,en,The Deposition from the Cross,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.
On the sides, in monochrome, are the instruments of the Passion presented by angels.
It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.
The iconography of the burial in the Shroud, of which you have already seen an enlargement.",335,71,4,N/A,45.83,16.68
317,en,The Confraternity of the Holy Shroud,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1,14.6
318,en,The chest where the Shroud was kept,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.
The lid is made of wood covered with fabric.
It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.
Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.
The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.",621,128,5,N/A,51.31,15.55
319,en,Exhibitions of the 1900s,"Seven solemn exhibitions have been held from the twentieth century to the present.
The first took place in 1931, on the occasion of the wedding of the future King Umberto II.
In 1933, another followed to celebrate the Holy Year of Redemption.
In 1973, a televised exhibition was held instead.
In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.
The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.
In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",493,101,7,N/A,41.42,16.07
320,en,The new conservation case,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89,8.67
321,en,The body of the Man of the Shroud,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
